"Year","MunicipalityID","Municipality.x","PcgEduSuperior","PcgEduMediaSuperior","PcgEduBasico","PcgSinEdu","NumCrimenes"
2017,26029,"Guaymas",29.6996662958843,23.5817575083426,43.2703003337041,3.44827586206897,613
2017,26030,"Hermosillo",34.2240284480569,24.0894081788164,39.7307594615189,1.95580391160782,12579
2017,26032,"Huásabas",8.10810810810811,14.8648648648649,71.6216216216216,5.40540540540541,2
2017,26033,"Huatabampo",10.8991825613079,23.9782016348774,58.58310626703,6.53950953678474,527
2017,26035,"Imuris",2.72108843537415,10.8843537414966,78.2312925170068,8.16326530612245,83
2017,26036,"Magdalena",11.7117117117117,9.45945945945946,76.5765765765766,2.25225225225225,284
2017,26039,"Naco",22.1153846153846,7.69230769230769,70.1923076923077,0,12
2017,26042,"Navojoa",21.7179902755267,20.5834683954619,55.1053484602917,2.59319286871961,1976
2017,26043,"Nogales",18.8870151770658,31.787521079258,48.397976391231,0.927487352445194,1240
2017,26048,"Puerto Peñasco",15.5405405405405,27.7027027027027,53.1531531531532,3.6036036036036,242
2017,26052,"Sahuaripa",12.8654970760234,25.1461988304094,57.8947368421053,4.09356725146199,38
2017,26055,"San Luis Río Colorado",12.4615384615385,19.5384615384615,62.1538461538461,5.84615384615385,1181
2017,26060,"Sáric",4.08163265306122,22.4489795918367,71.4285714285714,2.04081632653061,6
2017,26069,"Yécora",9.52380952380952,23.2142857142857,63.0952380952381,4.16666666666667,41
2017,26071,"Benito Juárez",9.03790087463557,18.0758017492711,67.3469387755102,5.53935860058309,127
2018,26002,"Agua Prieta",20,25.3125,53.59375,1.09375,307
2018,26004,"Altar",6.32911392405063,14.5569620253165,72.7848101265823,6.32911392405063,3
2018,26010,"Bacerac",6.09756097560976,18.2926829268293,73.1707317073171,2.4390243902439,0
2018,26012,"Bácum",10.4545454545455,25.9090909090909,59.0909090909091,4.54545454545455,83
2018,26017,"Caborca",17.1270718232044,19.3370165745856,58.3793738489871,5.15653775322284,507
2018,26018,"Cajeme",30.3643724696356,20.8906882591093,46.3562753036437,2.38866396761134,3774
2018,26019,"Cananea",43.3070866141732,25.7217847769029,29.9212598425197,1.0498687664042,28
2018,26025,"Empalme",28.3653846153846,16.3461538461538,50.9615384615385,4.32692307692308,263
2018,26026,"Etchojoa",10.7806691449814,16.3568773234201,66.1710037174721,6.69144981412639,170
2018,26029,"Guaymas",28.923988153998,24.5804540967424,43.7314906219151,2.76406712734452,482
2018,26030,"Hermosillo",34.1795246038365,25.2189324437031,39.1680567139283,1.43348623853211,7255
2018,26032,"Huásabas",8.91089108910891,14.8514851485149,72.2772277227723,3.96039603960396,1
2018,26033,"Huatabampo",17.8890876565295,24.1502683363148,53.309481216458,4.65116279069767,431
2018,26037,"Mazatán",13.953488372093,22.093023255814,59.3023255813954,4.65116279069767,10
2018,26038,"Moctezuma",36.7088607594937,25.3164556962025,37.9746835443038,0,6
2018,26042,"Navojoa",27.7168494516451,26.4207377866401,44.6660019940179,1.19641076769691,1408
2018,26043,"Nogales",17.1666666666667,31.25,50.8333333333333,0.75,1438
2018,26048,"Puerto Peñasco",14.9253731343284,30.2238805970149,53.7313432835821,1.11940298507463,170
2018,26052,"Sahuaripa",12.8571428571429,28.5714285714286,55.7142857142857,2.85714285714286,22
2018,26055,"San Luis Río Colorado",13.8282387190684,19.7962154294032,60.6259097525473,5.74963609898108,890
2018,26058,"Santa Ana",32.5,15,52.5,0,74
2018,26060,"Sáric",4.3956043956044,20.3296703296703,73.0769230769231,2.1978021978022,0
2018,26069,"Yécora",13.4328358208955,22.3880597014925,52.9850746268657,11.1940298507463,32
2018,26071,"Benito Juárez",14.8584905660377,20.2830188679245,60.377358490566,4.4811320754717,80
2019,26002,"Agua Prieta",18.0989583333333,24.4791666666667,56.640625,0.78125,732
2019,26004,"Altar",4.3956043956044,13.1868131868132,73.6263736263736,8.79120879120879,15
2019,26009,"Bacanora",5,22.5,67.5,5,1
2019,26010,"Bacerac",4.8,16,76.8,2.4,0
2019,26012,"Bácum",7.77777777777778,28.1481481481481,61.8518518518518,2.22222222222222,102
2019,26017,"Caborca",11.0687022900763,15.0127226463104,66.412213740458,7.50636132315522,848
2019,26018,"Cajeme",29.0004113533525,20.6910736322501,48.1283422459893,2.18017276840806,5797
2019,26019,"Cananea",32.0359281437126,26.6467065868263,41.0179640718563,0.29940119760479,198
2019,26025,"Empalme",23.4714003944773,15.7790927021696,57.9881656804734,2.76134122287968,412
2019,26026,"Etchojoa",17.7820267686424,21.0325047801147,55.640535372849,5.54493307839388,240
2019,26029,"Guaymas",28.7671232876712,24.7553816046967,44.2270058708415,2.25048923679061,628
2019,26030,"Hermosillo",34.4929032258065,25.341935483871,38.6632258064516,1.50193548387097,8550
2019,26033,"Huatabampo",28.9265536723164,22.3728813559322,42.5988700564972,6.10169491525424,394
2019,26035,"Imuris",21.5189873417722,8.86075949367089,69.620253164557,0,59
2019,26037,"Mazatán",13.953488372093,18.6046511627907,62.7906976744186,4.65116279069767,8
2019,26038,"Moctezuma",33.9393939393939,24.2424242424242,41.2121212121212,0.606060606060606,4
2019,26042,"Navojoa",30.2631578947368,27.4122807017544,40.6798245614035,1.64473684210526,799
2019,26043,"Nogales",22.7705627705628,25.4545454545455,50.5627705627706,1.21212121212121,1819
2019,26048,"Puerto Peñasco",9.82456140350877,29.8245614035088,56.8421052631579,3.50877192982456,601
2019,26055,"San Luis Río Colorado",14.006968641115,22.8571428571429,58.3275261324042,4.80836236933798,1066
2019,26058,"Santa Ana",30.0970873786408,13.5922330097087,56.3106796116505,0,104
2019,26060,"Sáric",0,21.4285714285714,78.5714285714286,0,2
2019,26066,"Ures",9.44444444444444,21.6666666666667,62.2222222222222,6.66666666666667,50
2019,26071,"Benito Juárez",11.7647058823529,23.0392156862745,61.2745098039216,3.92156862745098,139
2020,26002,"Agua Prieta",12.7208480565371,20.1413427561837,64.4876325088339,2.65017667844523,1334
2020,26009,"Bacanora",14.0740740740741,16.2962962962963,62.2222222222222,7.40740740740741,2
2020,26012,"Bácum",14.5695364238411,25.1655629139073,59.6026490066225,0.662251655629139,162
2020,26017,"Caborca",17.037037037037,12.2222222222222,65.1851851851852,5.55555555555556,1142
2020,26018,"Cajeme",29.7695262483995,19.910371318822,47.7592829705506,2.56081946222791,6180
2020,26019,"Cananea",35.9116022099448,27.0718232044199,37.0165745856354,0,340
2020,26025,"Empalme",28.0701754385965,19.7368421052632,50,2.19298245614035,339
2020,26026,"Etchojoa",17.6991150442478,18.3628318584071,59.7345132743363,4.20353982300885,562
2020,26029,"Guaymas",24.2168674698795,29.7590361445783,43.855421686747,2.16867469879518,1027
2020,26030,"Hermosillo",35.9046945034206,25.1553039238814,37.4223480380593,1.51765353463867,11615
2020,26033,"Huatabampo",27.0522388059701,25.9328358208955,41.2313432835821,5.78358208955224,462
2020,26035,"Imuris",22.8346456692913,9.44881889763779,67.7165354330709,0,103
2020,26038,"Moctezuma",26.4248704663212,21.2435233160622,51.2953367875648,1.03626943005181,29
2020,26042,"Navojoa",28.3582089552239,24.2537313432836,45.7089552238806,1.67910447761194,1294
2020,26043,"Nogales",26.8856447688564,24.0875912408759,48.5401459854015,0.48661800486618,1853
2020,26048,"Puerto Peñasco",23.1075697211155,28.2868525896414,45.8167330677291,2.78884462151394,590
2020,26051,"Rosario",1.72413793103448,12.0689655172414,70.6896551724138,15.5172413793103,17
2020,26055,"San Luis Río Colorado",15.6771799628943,26.808905380334,55.6586270871985,1.85528756957328,1712
2020,26060,"Sáric",0,21.7391304347826,78.2608695652174,0,4
2020,26066,"Ures",7.14285714285714,21.4285714285714,64.2857142857143,7.14285714285714,46
2020,26067,"Villa Hidalgo",25,13.6363636363636,61.3636363636364,0,10
2020,26069,"Yécora",4.54545454545455,9.09090909090909,79.5454545454545,6.81818181818182,59
2020,26072,"San Ignacio Río Muerto",8.88888888888889,24.4444444444444,62.2222222222222,4.44444444444444,42
2021,26002,"Agua Prieta",15.3677277716795,28.9791437980241,53.8968166849616,1.7563117453348,1634
2021,26009,"Bacanora",31.7073170731707,0,53.6585365853659,14.6341463414634,13
2021,26012,"Bácum",10.9154929577465,20.4225352112676,66.5492957746479,2.11267605633803,196
2021,26017,"Caborca",5.95238095238095,14.2857142857143,70.2380952380952,9.52380952380952,1464
2021,26018,"Cajeme",34.0160284951024,25.2448797862867,38.8245770258237,1.91451469278718,7062
2021,26019,"Cananea",66.6666666666667,33.3333333333333,0,0,452
2021,26025,"Empalme",19.6569920844327,20.0527704485488,58.5751978891821,1.71503957783641,629
2021,26026,"Etchojoa",25,25.7911392405063,46.0443037974684,3.16455696202532,526
2021,26029,"Guaymas",23.6227824463119,28.0112044817927,45.8450046685341,2.52100840336134,1855
2021,26030,"Hermosillo",36.0101876396902,24.7881906543999,37.6370913249129,1.56453038099693,12111
2021,26033,"Huatabampo",26.0230849947534,26.9674711437566,43.8614900314795,3.14795383001049,629
2021,26035,"Imuris",27.027027027027,5.40540540540541,67.5675675675676,0,146
2021,26036,"Magdalena",13.6094674556213,13.0177514792899,71.5976331360947,1.77514792899408,585
2021,26038,"Moctezuma",31.7307692307692,26.9230769230769,40.3846153846154,0.961538461538462,32
2021,26042,"Navojoa",30.4715840386941,29.6251511487303,37.6058041112455,2.29746070133011,1991
2021,26043,"Nogales",26.9470404984424,26.6355140186916,45.7943925233645,0.623052959501558,2685
2021,26048,"Puerto Peñasco",24.6119733924612,22.1729490022173,49.8891352549889,3.32594235033259,521
2021,26051,"Rosario",7.04225352112676,26.2910798122066,59.6244131455399,7.04225352112676,46
2021,26052,"Sahuaripa",2.63157894736842,28.9473684210526,67.5438596491228,0.87719298245614,82
2021,26055,"San Luis Río Colorado",17.1238570241064,25.1039068994181,54.5303408146301,3.24189526184539,2398
2021,26058,"Santa Ana",21.5789473684211,21.5789473684211,54.4736842105263,2.36842105263158,259
2021,26060,"Sáric",0,43.1818181818182,56.8181818181818,0,11
2021,26067,"Villa Hidalgo",26.0869565217391,8.69565217391304,65.2173913043478,0,3
2021,26069,"Yécora",4.7808764940239,12.7490039840637,77.2908366533864,5.1792828685259,88
2021,26071,"Benito Juárez",8.05687203791469,26.0663507109005,60.6635071090047,5.21327014218009,318
2021,26072,"San Ignacio Río Muerto",9.95024875621891,25.3731343283582,61.6915422885572,2.98507462686567,60
2022,26002,"Agua Prieta",19.3548387096774,27.0967741935484,50.752688172043,2.79569892473118,750
2022,26017,"Caborca",21.0526315789474,13.5964912280702,57.8947368421053,7.45614035087719,983
2022,26018,"Cajeme",29.9703264094956,26.3353115727003,41.1721068249258,2.52225519287834,3798
2022,26025,"Empalme",16.9014084507042,22.5352112676056,58.6854460093897,1.87793427230047,506
2022,26026,"Etchojoa",18.1347150259067,34.7150259067358,46.1139896373057,1.03626943005181,260
2022,26029,"Guaymas",17.92,22.24,54.88,4.96,1145
2022,26030,"Hermosillo",36.3390816538541,24.2052773737793,37.6688136297527,1.78682734261375,6267
2022,26033,"Huatabampo",25.1376146788991,24.954128440367,46.9724770642202,2.93577981651376,278
2022,26036,"Magdalena",10.5263157894737,13.1578947368421,73.6842105263158,2.63157894736842,183
2022,26037,"Mazatán",20.5128205128205,20.5128205128205,51.2820512820513,7.69230769230769,7
2022,26038,"Moctezuma",27.5229357798165,21.1009174311927,49.5412844036697,1.8348623853211,18
2022,26039,"Naco",10.7142857142857,34.5238095238095,54.7619047619048,0,62
2022,26042,"Navojoa",36.1538461538462,26.6666666666667,35.8974358974359,1.28205128205128,871
2022,26043,"Nogales",25.5045871559633,25.5045871559633,48.0733944954128,0.917431192660551,1483
2022,26051,"Rosario",8,28,57.3333333333333,6.66666666666667,33
2022,26052,"Sahuaripa",0,26.6666666666667,73.3333333333333,0,10
2022,26055,"San Luis Río Colorado",16.6301969365427,22.9759299781182,57.7680525164114,2.62582056892779,1168
2022,26058,"Santa Ana",22.0496894409938,18.3229813664596,56.5217391304348,3.1055900621118,67
2022,26066,"Ures",10.4166666666667,27.0833333333333,62.5,0,20
2022,26069,"Yécora",5,11.25,78.75,5,22
2022,26071,"Benito Juárez",7.14285714285714,25,60.7142857142857,7.14285714285714,106
