"Municipality","MunicipalityID","Year","PcgEduSuperior","PcgEduMediaSuperior","PcgEduBasico","PcgSinEdu"
"Ures",26066,2019,9.44444444444444,21.6666666666667,62.2222222222222,6.66666666666667
"Ures",26066,2020,7.14285714285714,21.4285714285714,64.2857142857143,7.14285714285714
"Ures",26066,2022,10.4166666666667,27.0833333333333,62.5,0
"Villa Hidalgo",26067,2020,25,13.6363636363636,61.3636363636364,0
"Villa Hidalgo",26067,2021,26.0869565217391,8.69565217391304,65.2173913043478,0
"Yécora",26069,2010,0,5.95238095238095,80.9523809523809,13.0952380952381
"Yécora",26069,2011,1.12994350282486,9.03954802259887,78.5310734463277,11.2994350282486
"Yécora",26069,2012,2.0979020979021,12.5874125874126,64.3356643356643,20.979020979021
"Yécora",26069,2016,4.8,17.6,77.6,0
"Yécora",26069,2017,9.52380952380952,23.2142857142857,63.0952380952381,4.16666666666667
"Yécora",26069,2018,13.4328358208955,22.3880597014925,52.9850746268657,11.1940298507463
"Yécora",26069,2020,4.54545454545455,9.09090909090909,79.5454545454545,6.81818181818182
"Yécora",26069,2021,4.7808764940239,12.7490039840637,77.2908366533864,5.1792828685259
"Yécora",26069,2022,5,11.25,78.75,5
