"Municipality","MunicipalityID","Year","PcgEduSuperior","PcgEduMediaSuperior","PcgEduBasico","PcgSinEdu"
"Sáric",26060,2016,2.53164556962025,15.1898734177215,79.746835443038,2.53164556962025
"Sáric",26060,2017,4.08163265306122,22.4489795918367,71.4285714285714,2.04081632653061
"Sáric",26060,2018,4.3956043956044,20.3296703296703,73.0769230769231,2.1978021978022
"Sáric",26060,2019,0,21.4285714285714,78.5714285714286,0
"Sáric",26060,2020,0,21.7391304347826,78.2608695652174,0
"Sáric",26060,2021,0,43.1818181818182,56.8181818181818,0
"Tepache",26063,2013,4.49438202247191,25.8426966292135,69.6629213483146,0
"Tepache",26063,2014,4.6875,23.4375,71.875,0
"Ures",26066,2010,39.5833333333333,18.75,39.5833333333333,2.08333333333333
"Ures",26066,2013,13.0434782608696,30.4347826086957,54.3478260869565,2.17391304347826
"Ures",26066,2014,18.4210526315789,31.5789473684211,47.8947368421053,2.10526315789474
"Ures",26066,2015,25.2136752136752,36.3247863247863,36.7521367521368,1.70940170940171
